session,depth,time,url,host,title
2da418c8-78b5-4a1e-bf1c-bde3fd2d89c0,1,1790324580008,https://agilicious.readthedocs.io/_/downloads/en/latest/pdf/#2#1,agilicious.readthedocs.io,CHAPTER
2da418c8-78b5-4a1e-bf1c-bde3fd2d89c0,1,1790324580008,https://github.com/Tinny-Robot/px4_vision_autonomy#1,github.com,GitHub - Tinny-Robot/px4_vision_autonomy · GitHub - GitHub - Tinny-Robot/px4_vision_autonomy · GitHub
2da418c8-78b5-4a1e-bf1c-bde3fd2d89c0,1,1790324580008,https://iiap.sci.am/filesimages/documents/vahagn_melkonyan.pdf#4#2,iiap.sci.am,<center>Figure 3: ROS 2 software architecture
2da418c8-78b5-4a1e-bf1c-bde3fd2d89c0,1,1790324580008,https://github.com/ArduPilot/ardupilot/blob/master/libraries/AP_Scripting/examples/ahrs-source-gps-optflow.lua#1,github.com,ardupilot/libraries/AP_Scripting/examples/ahrs-source-gps-optflow.lua at master · ArduPilot/ardupilot · GitHub
2da418c8-78b5-4a1e-bf1c-bde3fd2d89c0,1,1790324580008,https://www.zora.uzh.ch/id/eprint/216585/4/216585_1.pdf#6#2,zora.uzh.ch,"**Agilicious (Ours)** & SW and HW & ✓ & ✓ & custom open source & 1,343 & ✓ & 131⁢\(\mathrm{km}\,\mathrm{h}^{-1}\) & (1.01⁢s) & \..."
2da418c8-78b5-4a1e-bf1c-bde3fd2d89c0,1,1790324580008,https://github.com/monemati/PX4-ROS2-Gazebo-YOLOv8#1,github.com,GitHub - monemati/PX4-ROS2-Gazebo-YOLOv8: Aerial Object Detection using a Drone with PX4 Autopilot and ROS 2. PX4 SITL and Gazebo Garden used for Simulation. YOLOv8 used for Object Detection. · GitHub
2da418c8-78b5-4a1e-bf1c-bde3fd2d89c0,1,1790324580008,https://iiap.sci.am/pdf/vahagn_melkonyan.pdf#4#2,iiap.sci.am,by an independent node running in its own thread
2da418c8-78b5-4a1e-bf1c-bde3fd2d89c0,1,1790324580008,https://www.ardupilot.ardupilot.org/copter/docs/common-mtf-01.html,ardupilot.ardupilot.org,MicoAir MTF-01 Optical Flow Sensor¶
99dae34e-50a3-42d8-b818-f7eda5a3f4f6,1,1790324574436,https://asiapacificreport.nz/2026/09/21/gaza-genocide-we-made-machines-that-think-then-corrupted-them-for-industrialised-slaughter/,asiapacificreport.nz,Gaza genocide: We made machines that think – then corrupted them for industrialised slaughter
99dae34e-50a3-42d8-b818-f7eda5a3f4f6,1,1790324574436,https://www.youm7.com/story/2026/9/24/%d8%b9%d8%b5%d8%a7%d9%85-%d9%8a%d9%88%d9%86%d8%b3-%d8%a7%d8%b3%d8%aa%d8%ae%d8%af%d8%a7%d9%85-%d8%a7%d9%84%d8%b0%d9%83%d8%a7%d8%a1-%d8%a7%d9%84%d8%a7%d8%b5%d8%b7%d9%86%d8%a7%d8%b9%d9%89-%d9%81%d9%89-%d8%ad%d8%b1%d8%a8-%d8%ba%d8%b2%d8%a9-%d9%8a%d8%ab%d9%8a%d8%b1-%d8%aa%d8%b3%d8%a7%d8%a4%d9%84%d8%a7%d8%aa/7556652,youm7.com,عصام يونس: استخدام الذكاء الاصطناعى فى حرب غزة يثير تساؤلات قانونية وإنسانية - اليوم السابع
99dae34e-50a3-42d8-b818-f7eda5a3f4f6,1,1790324574436,https://www.alquds.com/en/posts/248842#1,alquds.com,الذكاء الاصطناعي في حرب غزة: منظومات لافندر ونيمبوس
99dae34e-50a3-42d8-b818-f7eda5a3f4f6,1,1790324574436,"https://www.juancole.com/2026/02/algorithms-turned-laboratory.html#:~:text=Lavender%20assessed%20virtually%20the%20entire,but%20on%20controlling%20digital%20ecosystems.#1",juancole.com,"Algorithms and AI have turned Gaza into a Laboratory of Death - Thoughts on the Middle East, History and Religion"
99dae34e-50a3-42d8-b818-f7eda5a3f4f6,1,1790324574436,https://www.kas.de/documents/d/brasilien/cadernos-adenauer-2_2026-capitulo-1#2#2,kas.de,A guerra da informação avançou de forma igualmente acelerada
99dae34e-50a3-42d8-b818-f7eda5a3f4f6,1,1790324574436,https://pahrw.org/en/%d8%a7%d8%b5%d8%af%d8%a7%d8%b1%d8%a7%d8%aa/%d8%aa%d9%82%d8%a7%d8%b1%d9%8a%d8%b1-%d9%88%d8%af%d8%b1%d8%a7%d8%b3%d8%a7%d8%aa/ai-plotted-geocide-how-corporations-facilitate-israels-ai-enabled-war-on-gaza,pahrw.org,Reports & Researches
99dae34e-50a3-42d8-b818-f7eda5a3f4f6,1,1790324574436,https://www.publico.es/internacional/ia-entrenada-genocidio-palestino-contribuye-avances-israel-libano-e-iran.html?action=comments-modal,publico.es,La IA entrenada en el genocidio palestino contribuye a los avances de Israel en Líbano e Irán
