path,nWriteActs,nWriteSessions,nReadActs,nReadSessions,firstWriterSession,firstWriteTime,firstWriteDepth,readsInheritingFromOtherSession,crossSession
ddg.html,1,1,1,1,0c0085ae-9b77-4f1a-a065-50ca523039a1,1790324674828,2,0,False
findings/09-autonomy-countervailing.md,0,0,1,1,,,,0,False
findings/drone-episodes-2026-09-25.md,7,1,1,1,f075487c-22fd-44f1-b4d8-b5fe1df11602,1790328633323,2,0,False
findings/drone-germany-amplification-report-2026-09-25.md,4,1,1,1,f075487c-22fd-44f1-b4d8-b5fe1df11602,1790328630431,2,0,False
findings/europol_drone.txt,1,1,1,1,91004cb5-9eb3-4dce-a088-e6396350299a,1790324989400,2,0,False
findings/gaza_smuggle.txt,1,1,1,1,91004cb5-9eb3-4dce-a088-e6396350299a,1790324893619,2,0,False
findings/hamas_drone.txt,1,1,1,1,91004cb5-9eb3-4dce-a088-e6396350299a,1790324989400,2,0,False
findings/interpol_uav.txt,1,1,1,1,91004cb5-9eb3-4dce-a088-e6396350299a,1790324989400,2,0,False
findings/kargu.txt,1,1,1,1,91004cb5-9eb3-4dce-a088-e6396350299a,1790324989400,2,0,False
findings/lebanon_smuggle.txt,1,1,1,1,91004cb5-9eb3-4dce-a088-e6396350299a,1790324893619,2,0,False
findings/libya_un_soe.txt,1,1,1,1,91004cb5-9eb3-4dce-a088-e6396350299a,1790324934306,2,0,False
findings/shabaab_specific.txt,1,1,1,1,91004cb5-9eb3-4dce-a088-e6396350299a,1790324934306,2,0,False
findings/un_libya.txt,1,1,1,1,91004cb5-9eb3-4dce-a088-e6396350299a,1790324796829,2,0,False
findings/un_somalia.txt,1,1,1,1,91004cb5-9eb3-4dce-a088-e6396350299a,1790324796829,2,0,False
findings/un_yemen.txt,1,1,1,1,91004cb5-9eb3-4dce-a088-e6396350299a,1790324796829,2,0,False
findings/web_aljazeera_sudan.md,1,1,1,1,91004cb5-9eb3-4dce-a088-e6396350299a,1790325031192,2,0,False
findings/web_kargu2021.md,1,1,1,1,91004cb5-9eb3-4dce-a088-e6396350299a,1790325000907,2,0,False
findings/web_som2024_un.md,0,0,1,1,,,,0,False
gatwick-wiki.txt,1,1,1,1,dc0b75f5-7e62-49c9-a810-8793a1c7648f,1790328271254,1,0,False
loitering_munitions_open_market_brief.md,6,1,1,1,219f73d7-254d-4d3d-962b-879d88a0bc7c,1790325056703,2,0,False
notes/_sub-network-threat-reports.md,1,1,1,1,f73d55cf-1c48-412b-9e84-8cd33f0e1045,1790328801985,2,0,False
notes/cost-access.md,1,1,1,1,03610d94-497f-4c66-86a1-26dedb722877,1790328367710,3,0,False
research/01-mexico-latam.md,5,1,1,1,0c0085ae-9b77-4f1a-a065-50ca523039a1,1790325319370,2,0,False
research/a2-eeas-3rd-report-page.txt,0,0,1,1,,,,0,False
research/a5-ecfr-shield-to-sword.txt,0,0,1,1,,,,0,False
research/b3b4/raw/nifnews.txt,0,0,1,1,,,,0,False
research/b3b4/raw/nifport.txt,0,0,1,1,,,,0,False
research/batch.sh,1,1,1,1,e289f909-7350-45de-8d96-c53ca34ad0e9,1790324869156,3,0,False
research/dout1.txt,0,0,1,1,,,,0,False
research/drone_strategy_20.txt,1,1,1,1,e49930ac-674f-41f7-8ead-2c84161d693d,1790324725237,1,0,False
research/ec/airports.txt,0,0,1,1,,,,0,False
research/ec/cuas_event.txt,0,0,1,1,,,,0,False
research/eeas-fimi-4th.txt,0,0,1,1,,,,0,False
research/news.py,1,1,1,1,98b0ee43-1076-4c8e-8f8a-9512a5c4cdac,1790324816522,2,0,False
research/nf.sh,1,1,1,1,cc1fd076-ce12-4f21-9a03-de36e199d4ef,1790324806471,2,0,False
research/nf2txt.py,1,1,1,1,cc1fd076-ce12-4f21-9a03-de36e199d4ef,1790324806471,2,0,False
research/out1.txt,0,0,1,1,,,,0,False
research/parts/METHOD-BRIEF.md,1,1,1,1,46b82e74-e114-4473-b55d-e2c13cfef604,1790328081885,1,0,False
research/queries.txt,1,1,1,1,e289f909-7350-45de-8d96-c53ca34ad0e9,1790324869184,3,0,False
research/sources-04/c2pa-explainer.txt,1,1,1,1,e465e26f-14d4-4ebd-8832-5e216849629a,1790328025964,2,0,False
research/sources-04/c2pa-spec-2.1.txt,1,1,1,1,e465e26f-14d4-4ebd-8832-5e216849629a,1790328025964,2,0,False
research/src-statedept-jul2025.txt,0,0,1,1,,,,0,False
research/src-takshashila.txt,0,0,1,1,,,,0,False
socta2025_exec.txt,0,0,1,1,,,,0,False
sources/aivd-2025.pdf,0,0,1,1,,,,0,False
sources/balloon-norad2024.txt,0,0,1,1,,,,0,False
sources/c2pa-explainer.txt,1,1,1,1,e465e26f-14d4-4ebd-8832-5e216849629a,1790328025964,2,0,False
sources/c2pa-spec-2.1.txt,1,1,1,1,e465e26f-14d4-4ebd-8832-5e216849629a,1790328025964,2,0,False
sources/cai-home.txt,1,1,1,1,e465e26f-14d4-4ebd-8832-5e216849629a,1790328025964,2,0,False
sources/dtn-dec2025.pdf,1,1,1,1,c2e2b954-63bb-4c00-8d45-37e953901183,1790324667398,1,0,False
sources/dtn-jun2025.pdf,1,1,1,1,c2e2b954-63bb-4c00-8d45-37e953901183,1790324667398,1,0,False
sources/dtn-jun2026.pdf,0,0,1,1,,,,0,False
sources/eprs-dronewall.pdf,0,0,1,1,,,,0,False
sources/eu-action-plan-drone.pdf,0,0,1,1,,,,0,False
sources/eu-drone-strategy-2.0.pdf,0,0,1,1,,,,0,False
sources/iocta2025.pdf,0,0,1,1,,,,0,False
sources/leiden-drone-aanslag.txt,0,0,1,1,,,,0,False
sources/odni-ahi2024.txt,0,0,1,1,,,,0,False
sources/openai-aug2026.txt,0,0,1,1,,,,0,False
sources/pdfs/ctc-isis-drones.pdf,0,0,1,1,,,,0,False
sources/pdfs/orion-houthi-supply-chain.pdf,1,1,1,1,91004cb5-9eb3-4dce-a088-e6396350299a,1790324917789,2,0,False
sources/poe-yemen-2025.txt,1,1,1,1,f51e95e9-cb4e-4789-88f1-e8f8db604767,1790325079927,3,0,False
sources/socta2025_exec.txt,0,0,1,1,,,,0,False
sources/swj-autonomous-2026.txt,0,0,1,1,,,,0,False
sources/te-sat-2026.pdf,0,0,1,1,,,,0,False
tools/a3doi.sh,1,1,1,1,e6d543ab-0b19-4bf2-b18f-38035131a688,1790328247218,3,0,False
tools/a3fetch.sh,1,1,1,1,e6d543ab-0b19-4bf2-b18f-38035131a688,1790328354596,3,0,False
tools/a3oa.sh,1,1,1,1,e6d543ab-0b19-4bf2-b18f-38035131a688,1790328247218,3,0,False
tools/bn2.sh,1,1,1,1,ea5b5eba-bb5c-4abc-a533-fa3166962e11,1790328184555,3,0,False
tools/bs.sh,1,1,1,1,dabeb4b9-b19b-4707-bb52-c02368aacf3c,1790328482182,3,0,False
tools/de-gn.sh,1,1,1,1,5e2d13b6-32ba-4fcc-9c15-452b9f884509,1790328199493,3,0,False
tools/de_gn.py,1,1,1,1,5e2d13b6-32ba-4fcc-9c15-452b9f884509,1790328211199,3,0,False
tools/getoa.sh,2,2,1,1,dabeb4b9-b19b-4707-bb52-c02368aacf3c,1790328355811,3,0,True
/tmp/de_new.md,1,1,0,0,ac188085-eef8-4b4d-82d2-e1555f17ba4a,1790328815427,2,0,False
/tmp/draft_ab.md,2,1,0,0,4b196287-db27-4f90-9ecc-72e329e450d8,1790328258608,2,0,False
/tmp/us_new.md,1,1,0,0,ac188085-eef8-4b4d-82d2-e1555f17ba4a,1790328788069,2,0,False
03-verification.md,1,1,0,0,ac188085-eef8-4b4d-82d2-e1555f17ba4a,1790328746448,2,0,False
AI-Autonomy-Threat-Assessment-2026.md,42,1,0,0,session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,1790324862790,0,0,False
ai-targeting-loitering-munitions-annex.md,1,1,0,0,99dae34e-50a3-42d8-b818-f7eda5a3f4f6,1790325319113,1,0,False
amplification/findings/influence-op-amplification.md,1,1,0,0,f38af81e-dc28-419d-ba96-1e5e64b5619c,1790328495741,3,0,False
amplification/findings/security-terrorism-annex-quotes.md,1,1,0,0,e1f701aa-bb3e-40c8-82b5-4bbd71f77ab5,1790328535233,3,0,False
amplification/notes/stream-f-ira-official.md,9,2,0,0,61b1e41b-32e7-4092-aa70-26577f10fb08,1790328861905,2,0,False
amplification/raw/meta/meta-2024-12-elections.txt,1,1,0,0,dabeb4b9-b19b-4707-bb52-c02368aacf3c,1790328198357,3,0,False
amplification/research/05-nonamplification.md,1,1,0,0,a7eef189-3bc7-404b-9379-01dd00107abc,1790329068226,2,0,False
amplification/research/parts/gaps.md,1,1,0,0,77ee89e8-327b-4e3a-a160-c2ca700953df,1790329287726,2,0,False
amplification/research/parts/part-A-prebunking.md,3,1,0,0,f46b62e3-769c-456c-86bf-bdc081345c27,1790328991129,3,0,False
amplification/research/parts/part-B-core-lead.md,3,1,0,0,77ee89e8-327b-4e3a-a160-c2ca700953df,1790329234045,2,0,False
amplification/research/persuasion-evidence.md,1,1,0,0,4d64b50a-7a7d-4341-ad42-7423dfdb7063,1790328579617,3,0,False
amplification/research/raw/de-strand.md,1,1,0,0,5e2d13b6-32ba-4fcc-9c15-452b9f884509,1790328737363,3,0,False
amplification/research/raw/triage-strand.md,1,1,0,0,4cb878d7-f1f8-43fe-a5f6-e457721c9553,1790328820936,3,0,False
amplification/research/sources/de-bbk-warnung-und-risikokommunikation.txt,1,1,0,0,52f269b0-843f-4c9a-9902-198968ecd5f5,1790328524235,3,0,False
amplification/research/sources/nl-koepelnotitie-egt-2024-NOTES.txt,1,1,0,0,52f269b0-843f-4c9a-9902-198968ecd5f5,1790328503950,3,0,False
amplification/research/sources/nl-nctv-lcp-egt.txt,1,1,0,0,52f269b0-843f-4c9a-9902-198968ecd5f5,1790328503938,3,0,False
amplification/research/sources/nl-nctv-nkc-nationaal-kernteam.txt,1,1,0,0,52f269b0-843f-4c9a-9902-198968ecd5f5,1790328503919,3,0,False
amplification/research/sources/nl-nctv-risico-en-crisiscommunicatie.txt,1,1,0,0,52f269b0-843f-4c9a-9902-198968ecd5f5,1790328503902,3,0,False
amplification/research/sources/notes-cern-science.md,1,1,0,0,a44a0b87-ba76-4be9-949f-240869398872,1790328708864,3,0,False
amplification/research/sources/us-dhs-ntas.txt,1,1,0,0,52f269b0-843f-4c9a-9902-198968ecd5f5,1790328524251,3,0,False
amplification/research/sources/us-dhs-see-something-say-something.txt,1,1,0,0,52f269b0-843f-4c9a-9902-198968ecd5f5,1790328524285,3,0,False
amplification/research/sources/us-fema-is-242c-overview.txt,1,1,0,0,52f269b0-843f-4c9a-9902-198968ecd5f5,1790328524263,3,0,False
amplification/sources/active-measures-hybrid.md,7,1,0,0,414abba5-9455-4df0-b917-95ea002ee90b,1790328440543,2,0,False
amplification/sources/anthropic-ti-sep2026.txt,1,1,0,0,8605360c-4c6f-42c8-91a0-b14fdbd777da,1790328770434,2,0,False
amplification/sources/sub-cases.md,4,1,0,0,defd571a-2f0d-47a2-8239-28e4b4bccd9e,1790329299173,2,0,False
amplification/sources/sub-platforms.md,9,1,0,0,f73d55cf-1c48-412b-9e84-8cd33f0e1045,1790328844986,2,0,False
demonstrated-misuse-drone-brief.md,2,1,0,0,214d85c6-dbe8-43ae-bb06-96929af0216d,1790325000046,1,0,False
findings/drone-amplification-2026-09-25.md,2,2,0,0,aa3fc864-9f3a-48a6-886d-b7860bff5228,1790328586561,3,0,False
research/05-terrorism-ai.md,9,1,0,0,cbade403-6f00-4ad7-814c-2792a2001fa2,1790325093596,2,0,False
research/afetch.sh,1,1,0,0,5fb605f1-c023-4869-ba9a-7d3e11e1fcd7,1790324810612,3,0,False
research/art.py,1,1,0,0,e289f909-7350-45de-8d96-c53ca34ad0e9,1790324908915,3,0,False
research/bing.py,1,1,0,0,0c0085ae-9b77-4f1a-a065-50ca523039a1,1790324739012,2,0,False
research/bnews.py,1,1,0,0,a87a9e47-2c5c-469b-920f-e10080392655,1790324727894,3,0,False
research/bnews2.py,1,1,0,0,0c0085ae-9b77-4f1a-a065-50ca523039a1,1790325150099,2,0,False
research/dbatch.sh,1,1,0,0,e289f909-7350-45de-8d96-c53ca34ad0e9,1790324874177,3,0,False
research/dsearch.py,1,1,0,0,e289f909-7350-45de-8d96-c53ca34ad0e9,1790324835059,3,0,False
research/euw/dbatch2.sh,1,1,0,0,e289f909-7350-45de-8d96-c53ca34ad0e9,1790325057489,3,0,False
research/euw/dnews.py,1,1,0,0,e289f909-7350-45de-8d96-c53ca34ad0e9,1790325015028,3,0,False
research/euw/q2.txt,1,1,0,0,e289f909-7350-45de-8d96-c53ca34ad0e9,1790325057528,3,0,False
research/fetch2.py,1,1,0,0,a87a9e47-2c5c-469b-920f-e10080392655,1790324737980,3,0,False
research/jget.sh,1,1,0,0,dfc6a190-85d7-4f6a-a2d3-52df9a1a18eb,1790324688040,2,0,False
research/notes-colombia-policy.md,4,1,0,0,279d0ac8-42e7-4ca8-8ac6-58f028f6451c,1790324947497,3,0,False
research/notes-ecuador.md,9,1,0,0,e7ffd16b-4bd4-497b-8ecb-6dbf531dcd45,1790324882737,3,0,False
research/se/probe_sapo.sh,1,1,0,0,0bad5fb6-bd2c-4a53-9a01-4b5f2a60311f,1790325065342,3,0,False
research/se/regsearch.sh,1,1,0,0,0bad5fb6-bd2c-4a53-9a01-4b5f2a60311f,1790324978843,3,0,False
research/wf.py,1,1,0,0,0c0085ae-9b77-4f1a-a065-50ca523039a1,1790324800600,2,0,False
russia-ukraine-drone-autonomy-brief.md,1,1,0,0,9ab7a0c1-d19a-45d5-b511-696d1d884a19,1790324970456,1,0,False
sources-bibliography.md,3,1,0,0,session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,1790325076436,0,0,False
swarm-audit-brief.md,1,1,0,0,230a12e6-6703-4fa1-97a8-d3265be4edb1,1790324846937,1,0,False
