path,nWriteActs,nWriteSessions,nReadActs,nReadSessions,firstWriterSession,firstWriteTime,firstWriteDepth,readsInheritingFromOtherSession,crossSession
amplification/research/b6-de-dfs-drohnenflug.txt,0,0,2,1,,,,0,False
amplification/research/b6-de-dfs-drones-at-airports-en.txt,0,0,2,1,,,,0,False
amplification/research/b6-eu-eurocontrol-airports-drones.txt,1,1,2,1,1deec50d-0878-4863-bb81-61106e0e28a5,1790328275173,3,0,False
amplification/research/b6-nl-nctv-drones.txt,0,0,2,1,,,,0,False
amplification/research/b6-nl-politie-drones.txt,0,0,2,1,,,,0,False
amplification/research/b6-nl-rijksoverheid-drone.txt,0,0,2,1,,,,0,False
amplification/research/b6-uk-act-campaign.txt,0,0,2,1,,,,0,False
amplification/research/b6-uk-ctp-act.txt,0,0,2,1,,,,0,False
amplification/research/b6-uk-govuk-report-terrorism.txt,0,0,2,1,,,,0,False
amplification/research/b6-uk-see-it-say-it-2016.txt,1,1,2,1,1deec50d-0878-4863-bb81-61106e0e28a5,1790328017100,3,0,False
amplification/research/b6-uk-see-it-say-it-2025.txt,1,1,2,1,1deec50d-0878-4863-bb81-61106e0e28a5,1790328017100,3,0,False
amplification/research/b6-us-dhs-how-to-report.txt,0,0,2,1,,,,0,False
amplification/research/b6-us-dhs-recognize-signs.txt,0,0,2,1,,,,0,False
amplification/research/b6-us-dhs-ssss-about.txt,0,0,2,1,,,,0,False
amplification/research/b6-us-dhs-ssss-main.txt,0,0,2,1,,,,0,False
amplification/research/b7-us-faa-uas-sightings.txt,0,0,2,1,,,,0,False
amplification/research/compute-costs.md,2,1,2,1,03610d94-497f-4c66-86a1-26dedb722877,1790328367710,3,0,False
amplification/research/raw/uk-section-new.md,3,1,2,1,ac188085-eef8-4b4d-82d2-e1555f17ba4a,1790328718584,2,0,False
amplification/research/sources/cerc-media.txt,0,0,2,1,,,,0,False
amplification/research/sources/debunking-handbook-2020.txt,0,0,2,1,,,,0,False
amplification/research/sources/faa-joint-statement-nj-drones.txt,2,1,2,1,52f269b0-843f-4c9a-9902-198968ecd5f5,1790328277571,3,0,False
amplification/research/sources/fda-2011.txt,1,1,2,1,66e40dd4-27e6-4a85-83e8-edb605b0b1d9,1790328600427,2,0,False
amplification/research/sources/lsag-0806.3414.txt,0,0,2,1,,,,0,False
amplification/research/sources/nl-koepelnotitie-egt-2024.txt,0,0,2,1,,,,0,False
amplification/research/sources/notes-national-ct-guidance.md,2,1,2,1,52f269b0-843f-4c9a-9902-198968ecd5f5,1790328595898,3,0,False
amplification/research/sources/uk-contest-2023.txt,0,0,2,1,,,,0,False
amplification/research/sources/who-erc-2018-curl.txt,0,0,2,1,,,,0,False
amplification/research/src/gatwick-ico-dft-notice-2026.txt,1,1,2,2,da3f0b85-eed0-4f76-9e18-fe1bac271b94,1790329455840,3,0,False
amplification/research/src/nl-eu-drone-actieplan-fiche-2026.txt,0,0,2,1,,,,0,False
amplification/research/src/uk-cuas-strategy-2019.txt,0,0,2,1,,,,0,False
amplification/research/uk-cdu-rru-factsheet.txt,0,0,2,2,,,,0,False
amplification/sources/com2026-81.txt,0,0,2,1,,,,0,False
amplification/sources/edmo-romania.txt,1,1,2,1,f38af81e-dc28-419d-ba96-1e5e64b5619c,1790328076510,3,0,False
amplification/sources/nhmrc-wind.txt,0,0,2,1,,,,0,False
amplification/sources/odni-ahi2023.txt,0,0,2,2,,,,0,False
amplification/sources/sitepoint-selfhosted-2026.txt,1,1,2,1,03610d94-497f-4c66-86a1-26dedb722877,1790328293058,3,0,False
amplification/sources/starbird-boston-2014.txt,1,1,2,2,d07fdde4-91a3-4617-9341-d7100c77ab33,1790329083992,3,0,False
amplification/sources/tmp2.txt,0,0,2,2,,,,0,False
amplification/sources/tmp3.txt,0,0,2,2,,,,0,False
amplification/sources/trouw-zestig.txt,1,1,2,1,f38af81e-dc28-419d-ba96-1e5e64b5619c,1790328360825,3,0,False
amplification/sources/uk-hmpps-digest-2024-25.txt,0,0,2,1,,,,0,False
findings/01-concepts.md,0,0,2,1,,,,0,False
findings/ai_autonomous_nonstate.txt,2,1,2,1,91004cb5-9eb3-4dce-a088-e6396350299a,1790324893619,2,0,False
findings/blackmarket_drone.txt,2,1,2,1,91004cb5-9eb3-4dce-a088-e6396350299a,1790324893619,2,0,False
findings/captured_reverse.txt,2,1,2,1,91004cb5-9eb3-4dce-a088-e6396350299a,1790324893619,2,0,False
findings/europol_iocta.txt,2,1,2,1,91004cb5-9eb3-4dce-a088-e6396350299a,1790325031192,2,0,False
findings/hamas_quadcopter.txt,2,1,2,1,91004cb5-9eb3-4dce-a088-e6396350299a,1790325031192,2,0,False
findings/hezbollah_drone.txt,2,1,2,1,91004cb5-9eb3-4dce-a088-e6396350299a,1790325031192,2,0,False
findings/hezbollah_fpv.txt,2,1,2,1,91004cb5-9eb3-4dce-a088-e6396350299a,1790324989400,2,0,False
findings/houthi_ai.txt,2,1,2,1,91004cb5-9eb3-4dce-a088-e6396350299a,1790324989400,2,0,False
findings/houthi_autonom.txt,2,1,2,1,91004cb5-9eb3-4dce-a088-e6396350299a,1790324784990,2,0,False
findings/houthi_captured_reaper.txt,2,1,2,1,91004cb5-9eb3-4dce-a088-e6396350299a,1790324934306,2,0,False
findings/icct_drone.txt,2,1,2,1,91004cb5-9eb3-4dce-a088-e6396350299a,1790325031192,2,0,False
findings/iraq_militia.txt,2,1,2,1,91004cb5-9eb3-4dce-a088-e6396350299a,1790325031192,2,0,False
findings/iraq_militia_drone.txt,2,1,2,1,91004cb5-9eb3-4dce-a088-e6396350299a,1790324934306,2,0,False
findings/iraq_militia_fpv.txt,2,1,2,1,91004cb5-9eb3-4dce-a088-e6396350299a,1790324989400,2,0,False
findings/isis_car.txt,2,1,2,1,91004cb5-9eb3-4dce-a088-e6396350299a,1790324680614,2,0,False
findings/isis_somalia_drone.txt,2,1,2,1,91004cb5-9eb3-4dce-a088-e6396350299a,1790324784990,2,0,False
findings/libya_sahel_drone.txt,2,1,2,1,91004cb5-9eb3-4dce-a088-e6396350299a,1790324784990,2,0,False
findings/web_unsc_somalia_pr.md,0,0,2,1,,,,0,False
research/europe-plots.md,0,0,2,1,,,,0,False
research/iran-israel-proxy.md,2,1,2,1,db47cece-2df5-48fe-85ed-0ec663494f6a,1790324769952,3,0,False
research/nato_urls.txt,0,0,2,1,,,,0,False
research/src-shahed-wiki.txt,0,0,2,1,,,,0,False
sources/conversation-autonomous-2026.txt,0,0,2,2,,,,0,False
sources/dtn-dec2025.txt,0,0,2,1,,,,0,False
sources/dtn-jun2025.txt,0,0,2,1,,,,0,False
sources/dtn-jun2026.txt,0,0,2,1,,,,0,False
sources/eu-drone-strategy-2.0.txt,1,1,2,2,dc0b75f5-7e62-49c9-a810-8793a1c7648f,1790329273876,1,0,False
sources/eu-socta-2025-summary.pdf,1,1,2,1,session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,1790324584031,0,0,False
/Users/leonvanbokhorst/repos/deep-research,0,0,1,1,,,,0,False
/tmp/anth.md,0,0,1,1,,,,0,False
/tmp/anth.txt,0,0,1,1,,,,0,False
/tmp/f/bfl_docs.txt,0,0,1,1,,,,0,False
/tmp/f/el_api2.txt,0,0,1,1,,,,0,False
/tmp/f/eleven.txt,0,0,1,1,,,,0,False
/tmp/f/gtts.txt,0,0,1,1,,,,0,False
/tmp/f/recraft_api.txt,0,0,1,1,,,,0,False
/tmp/f/runway.txt,0,0,1,1,,,,0,False
/tmp/fac_pubs.md,0,0,1,1,,,,0,False
/tmp/foreign.txt,0,0,1,1,,,,0,False
/tmp/h5/f1.txt,0,0,1,1,,,,0,False
/tmp/h5/f4.txt,0,0,1,1,,,,0,False
/tmp/h5/f5.txt,0,0,1,1,,,,0,False
/tmp/ipaper.txt,0,0,1,1,,,,0,False
/tmp/iss-houthis-somalia.txt,0,0,1,1,,,,0,False
/tmp/kirchenbauer.txt,0,0,1,1,,,,0,False
/tmp/lambda_ai_pricing.txt,0,0,1,1,,,,0,False
/tmp/liang.txt,0,0,1,1,,,,0,False
/tmp/nizzoli.txt,0,0,1,1,,,,0,False
/tmp/oai_docs.txt,0,0,1,1,,,,0,False
/tmp/odni_j.txt,0,0,1,1,,,,0,False
/tmp/orion.txt,0,0,1,1,,,,0,False
/tmp/pacheco.txt,0,0,1,1,,,,0,False
/tmp/sadasivan.txt,0,0,1,1,,,,0,False
/tmp/saf.txt,0,0,1,1,,,,0,False
/tmp/sanaa-houthi-drone-tech.txt,0,0,1,1,,,,0,False
/tmp/twz3.txt,0,0,1,1,,,,0,False
/tmp/un-libya-2024.txt,0,0,1,1,,,,0,False
/tmp/un-somalia-2024.txt,0,0,1,1,,,,0,False
/tmp/who_ec1.txt,0,0,1,1,,,,0,False
/tmp/who_ec2.txt,0,0,1,1,,,,0,False
/tmp/who_pheic.txt,0,0,1,1,,,,0,False
README.md,0,0,1,1,,,,0,False
amplification/README.md,1,1,1,1,d66ce668-ccde-4227-ba1d-cc1b1a1ffabb,1790328022849,3,0,False
amplification/findings/personas-1-fake-identities.md,1,1,1,1,d0d01526-dedf-4523-9301-738d6b6201fb,1790328916051,3,0,False
amplification/notes/_sub-audience-effects.md,6,2,1,1,8605360c-4c6f-42c8-91a0-b14fdbd777da,1790328770434,2,0,True
amplification/notes/_sub-detection-studies.md,1,1,1,1,54430afb-5e40-47af-b371-e15deabcbf27,1790328490682,3,0,False
amplification/notes/_sub-intl-deepfakes.md,1,1,1,1,f5e96aa3-70c9-4e26-9382-93d9e43e4ad1,1790328479833,3,0,False
amplification/notes/_sub-pinkslime-economics.md,2,1,1,1,1bf60fa7-70cb-49e0-87a2-17d8a39320a6,1790328576390,3,0,False
amplification/notes/cl_try.txt,0,0,1,1,,,,0,False
amplification/notes/meta_atr.txt,1,1,1,1,dabeb4b9-b19b-4707-bb52-c02368aacf3c,1790328462832,3,0,False
amplification/notes/msft_tradecraft.txt,1,1,1,1,dabeb4b9-b19b-4707-bb52-c02368aacf3c,1790328462832,3,0,False
amplification/notes/nature_comm_notes.txt,0,0,1,1,,,,0,False
amplification/notes/pnas_community.txt,0,0,1,1,,,,0,False
amplification/notes/raw-e/e1.txt,0,0,1,1,,,,0,False
amplification/notes/raw-e/e10.txt,0,0,1,1,,,,0,False
amplification/notes/raw-e/e13.txt,0,0,1,1,,,,0,False
amplification/notes/raw-e/e14.txt,0,0,1,1,,,,0,False
amplification/notes/raw-e/e2.txt,0,0,1,1,,,,0,False
amplification/notes/raw-e/e3.txt,0,0,1,1,,,,0,False
amplification/notes/raw-e/e5.txt,0,0,1,1,,,,0,False
amplification/notes/raw-e/e6.txt,0,0,1,1,,,,0,False
amplification/notes/raw-e/e8.txt,0,0,1,1,,,,0,False
amplification/notes/raw-e/e9.txt,0,0,1,1,,,,0,False
amplification/notes/stanford_hai_detectors.txt,0,0,1,1,,,,0,False
amplification/raw/ideas-repec-org-p-zur-iewwpx-205-html-50c1e7.txt,1,1,1,1,e1f701aa-bb3e-40c8-82b5-4bbd71f77ab5,1790328171795,3,0,False
amplification/raw/meta/meta-2024-08-iran.txt,1,1,1,1,dabeb4b9-b19b-4707-bb52-c02368aacf3c,1790328198357,3,0,False
amplification/raw/meta/meta-2024-10-moldova.txt,1,1,1,1,dabeb4b9-b19b-4707-bb52-c02368aacf3c,1790328198357,3,0,False
amplification/raw/ms/ms-2024-04-russia-deepfakes.txt,0,0,1,1,,,,0,False
amplification/raw/ms/ms-2026-09-midterms.txt,0,0,1,1,,,,0,False
amplification/raw/muchnik.html,1,1,1,1,43ef5bbb-5c03-40a7-9dd3-5ee7fcdb2981,1790328239721,3,0,False
amplification/raw/openai/oa-2024-02-state-affiliated.txt,0,0,1,1,,,,0,False
amplification/raw/openai/oa-2025-02-ghana.txt,0,0,1,1,,,,0,False
amplification/raw/openai/oa-2025-02-sponsored-discontent.txt,0,0,1,1,,,,0,False
amplification/raw/p4/resolved.txt,1,1,1,1,fd99d7af-8074-4047-8e7d-4e2aa26856b5,1790328208937,3,0,False
amplification/raw/tag/tag-bulletin-q4-2024.txt,0,0,1,1,,,,0,False
amplification/raw/tag/tag-bulletin-q4-2025.txt,0,0,1,1,,,,0,False
amplification/raw/wikihoax.txt,0,0,1,1,,,,0,False
amplification/raw/www-zora-uzh-ch-id-eprint-52100-1-iewwp205-pdf-02730b.txt,0,0,1,1,,,,0,False
amplification/research/00-raw/aivd-ar2024-en.pdf,1,1,1,1,ed3f5438-bc1e-4e73-a3eb-c39a1a6720c4,1790328860633,2,0,False
amplification/research/00-raw/aivd-ar2025-en.pdf,1,1,1,1,ed3f5438-bc1e-4e73-a3eb-c39a1a6720c4,1790328004789,2,0,False
amplification/research/00-raw/aivd-laundrybear-2025.txt,0,0,1,1,,,,0,False
amplification/research/00-raw/aivd-mivd-laundrybear-public-report-en.pdf,0,0,1,1,,,,0,False
amplification/research/00-raw/aivd-mivd-laundrybear-public-report-en.txt,0,0,1,1,,,,0,False
amplification/research/00-raw/baks-attribution.txt,0,0,1,1,,,,0,False
amplification/research/00-raw/bsi-lagebericht-2024.pdf,1,1,1,1,ed3f5438-bc1e-4e73-a3eb-c39a1a6720c4,1790328728652,2,0,False
amplification/research/00-raw/bundestag-wd3-408-18-attribution.pdf,1,1,1,1,ed3f5438-bc1e-4e73-a3eb-c39a1a6720c4,1790328739301,2,0,False
amplification/research/00-raw/bundestag-wd3-408-18.txt,1,1,1,1,ed3f5438-bc1e-4e73-a3eb-c39a1a6720c4,1790328739301,2,0,False
amplification/research/00-raw/capgemini-trends-cyber-2024.pdf,1,1,1,1,ed3f5438-bc1e-4e73-a3eb-c39a1a6720c4,1790328874111,2,0,False
amplification/research/00-raw/css-analyse244-de.pdf,0,0,1,1,,,,0,False
amplification/research/00-raw/eu-cyber-diplomacy-toolbox-9916-2017.pdf,0,0,1,1,,,,0,False
amplification/research/00-raw/nl-beslisnota-attributie-2025.pdf,1,1,1,1,ed3f5438-bc1e-4e73-a3eb-c39a1a6720c4,1790328480264,2,0,False
amplification/research/00-raw/nl-beslisnota-attributie-2025.txt,1,1,1,1,ed3f5438-bc1e-4e73-a3eb-c39a1a6720c4,1790328480264,2,0,False
amplification/research/00-raw/nl-cyberstrategie-2022-2028.pdf,0,0,1,1,,,,0,False
amplification/research/00-raw/nl-kamerbrief-attributie-2025.pdf,1,1,1,1,ed3f5438-bc1e-4e73-a3eb-c39a1a6720c4,1790328472315,2,0,False
amplification/research/00-raw/nl-kamerbrief-attributie-2025.txt,1,1,1,1,ed3f5438-bc1e-4e73-a3eb-c39a1a6720c4,1790328472315,2,0,False
amplification/research/00-raw/responsible-cyber-power-in-practice.pdf,0,0,1,1,,,,0,False
amplification/research/00-raw/swp-2021-attribution.pdf,0,0,1,1,,,,0,False
amplification/research/00-raw/uk-explaining-uncertainty.txt,1,1,1,1,ed3f5438-bc1e-4e73-a3eb-c39a1a6720c4,1790328543453,2,0,False
amplification/research/00-raw/uk-integrated-review-2021.pdf,1,1,1,1,ed3f5438-bc1e-4e73-a3eb-c39a1a6720c4,1790328761798,2,0,False
amplification/research/00-raw/uk-ncs2022.pdf,0,0,1,1,,,,0,False
amplification/research/02-riskcomms.md,6,1,1,1,66e40dd4-27e6-4a85-83e8-edb605b0b1d9,1790328867494,2,0,False
amplification/research/05a-scholarly-debate.md,1,1,1,1,e6d543ab-0b19-4bf2-b18f-38035131a688,1790328849481,3,0,False
amplification/research/README.md,1,1,1,1,f77cc8b8-0dbc-4a09-bc93-2b32146d1abb,1790328114646,3,0,False
amplification/research/a1-pm-unga-2026.txt,0,0,1,1,,,,0,False
amplification/research/a2-eeas-4th-report-page.txt,0,0,1,1,,,,0,False
amplification/research/a3-NAME.txt,1,1,1,1,e6d543ab-0b19-4bf2-b18f-38035131a688,1790328354596,3,0,False
amplification/research/a3-aspen-final-report.txt,1,1,1,1,e6d543ab-0b19-4bf2-b18f-38035131a688,1790328644839,3,0,False
amplification/research/a3-bsbt-eval-2021.txt,0,0,1,1,,,,0,False
amplification/research/a3-datasociety-stoptpresses.txt,1,1,1,1,e6d543ab-0b19-4bf2-b18f-38035131a688,1790328247254,3,0,False
amplification/research/a3-donovan-boyd-sage.txt,1,1,1,1,e6d543ab-0b19-4bf2-b18f-38035131a688,1790328200657,3,0,False
amplification/research/a3-jhaver2021-arxiv.txt,0,0,1,1,,,,0,False
amplification/research/a3-phillips-oxygen-amplification.txt,1,1,1,1,e6d543ab-0b19-4bf2-b18f-38035131a688,1790328789056,3,0,False
amplification/research/a3-wikipedia-streisand.txt,1,1,1,1,e6d543ab-0b19-4bf2-b18f-38035131a688,1790328790160,3,0,False
amplification/research/a3-woodporter-springer-jina.txt,2,1,1,1,e6d543ab-0b19-4bf2-b18f-38035131a688,1790328727657,3,0,False
amplification/research/a5-ecfr-shield-to-sword.txt,0,0,1,1,,,,0,False
amplification/research/access-integrity-economics.md,1,1,1,1,fe9e2e13-60d9-4f06-b9a7-06ae33839116,1790328643857,3,0,False
amplification/research/b6-de-dfs-2021-drones-problem.txt,0,0,1,1,,,,0,False
amplification/research/b6-eu-aci-europe-security.txt,1,1,1,1,1deec50d-0878-4863-bb81-61106e0e28a5,1790328494852,3,0,False
amplification/research/b6-eu-easa-civil-drones.txt,0,0,1,1,,,,0,False
amplification/research/b6-eu-easa-drones-safetypromo.txt,0,0,1,1,,,,0,False
amplification/research/b6-uk-act-reports-save-lives.txt,0,0,1,1,,,,0,False
amplification/research/b6-uk-act-spotting-the-signs-of-terrorism.txt,0,0,1,1,,,,0,False
amplification/research/b6-uk-act-what-happens-next.txt,0,0,1,1,,,,0,False
amplification/research/b6-uk-btp-sis.txt,0,0,1,1,,,,0,False
amplification/research/b6-uk-nats-drones.txt,1,1,1,1,1deec50d-0878-4863-bb81-61106e0e28a5,1790328492996,3,0,False
amplification/research/b6-us-dhs-nj-reporting.txt,0,0,1,1,,,,0,False
amplification/research/b6-us-dhs-nsi.txt,0,0,1,1,,,,0,False
amplification/research/b6-us-dhs-recognize.txt,0,0,1,1,,,,0,False
amplification/research/b6-us-dhs-report.txt,0,0,1,1,,,,0,False
amplification/research/b6-us-dhs-welcome.txt,0,0,1,1,,,,0,False
amplification/research/b6-us-faa-uas.txt,0,0,1,1,,,,0,False
amplification/research/b7-dk-copenhagen-investigation.txt,1,1,1,1,1deec50d-0878-4863-bb81-61106e0e28a5,1790328358897,3,0,False
amplification/research/b7-us-aaan-cerp.txt,1,1,1,1,1deec50d-0878-4863-bb81-61106e0e28a5,1790328383980,3,0,False
amplification/research/b7-us-cato-bsa-reports.txt,1,1,1,1,1deec50d-0878-4863-bb81-61106e0e28a5,1790328303254,3,0,False
amplification/research/b7-us-chicago-sar-mee.txt,1,1,1,1,1deec50d-0878-4863-bb81-61106e0e28a5,1790328310321,3,0,False
amplification/research/b7-us-dronelife-faa-q2-2026.txt,1,1,1,1,1deec50d-0878-4863-bb81-61106e0e28a5,1790328359131,3,0,False
amplification/research/b7-us-joint-statement-dec2024.txt,0,0,1,1,,,,0,False
amplification/research/gatwick-lessons-2025.txt,1,1,1,1,da3f0b85-eed0-4f76-9e18-fe1bac271b94,1790329081782,3,0,False
amplification/research/media-human-costs.md,1,1,1,1,5c72160c-7771-45e4-aa96-c81976ec5f83,1790328617429,3,0,False
amplification/research/raw/fsv-soeg.html,0,0,1,1,,,,0,False
amplification/research/raw/triage-odni-icd-203-analytic-standards-ocr.txt,1,1,1,1,4cb878d7-f1f8-43fe-a5f6-e457721c9553,1790328544761,3,0,False
amplification/research/raw/uk-apb-april-2026.txt,1,1,1,1,cad4acd7-2d5d-468e-9c3a-c82006a265ff,1790328620064,3,0,False
amplification/research/raw/uk-ibtimes-gatwick.txt,1,1,1,1,cad4acd7-2d5d-468e-9c3a-c82006a265ff,1790328620064,3,0,False
amplification/research/raw/uk-strand.md,2,1,1,1,cad4acd7-2d5d-468e-9c3a-c82006a265ff,1790328662727,3,0,False
amplification/research/raw/us-faa-joint-statement-2024-12-17.html,0,0,1,1,,,,0,False
amplification/research/raw/us-faa-joint-statement-2024-12-17.txt,0,0,1,1,,,,0,False
amplification/research/raw/us-factcheck-drones-2024-12-19.txt,0,0,1,1,,,,0,False
amplification/research/sources-04/bellingcat-toolkit.txt,0,0,1,1,,,,0,False
amplification/research/sources-04/eu-cop-report-2026.pdf.txt,0,0,1,1,,,,0,False
amplification/research/sources-04/eu-cop-report-2026.txt,0,0,1,1,,,,0,False
amplification/research/sources-04/meta-cib-tag.txt,1,1,1,1,d07fdde4-91a3-4617-9341-d7100c77ab33,1790329083992,3,0,False
amplification/research/sources-04/osome-networks.txt,0,0,1,1,,,,0,False
amplification/research/sources-04/verification-handbook.txt,0,0,1,1,,,,0,False
amplification/research/sources/epa-workbook-2007.pdf,0,0,1,1,,,,0,False
amplification/research/sources/ipcc-uncertainty-guidance-2010.txt,0,0,1,1,,,,0,False
amplification/research/sources/nl-dtn-juni-2026.txt,0,0,1,1,,,,0,False
amplification/research/sources/nl-nkc-handboek.txt,0,0,1,1,,,,0,False
amplification/research/sources/uk-jesip-jdm.txt,0,0,1,1,,,,0,False
amplification/research/sources/uk-jesip-joint-doctrine.txt,0,0,1,1,,,,0,False
amplification/research/sources/uk-nrr-2025.txt,0,0,1,1,,,,0,False
amplification/research/sources/uk-sources-verified-fetchlog.txt,2,1,1,1,52f269b0-843f-4c9a-9902-198968ecd5f5,1790328544945,3,0,False
amplification/research/src/NAME.txt,1,1,1,1,f77cc8b8-0dbc-4a09-bc93-2b32146d1abb,1790328370853,3,0,False
amplification/research/src/eu-drone-action-plan-pr-2026.txt,0,0,1,1,,,,0,False
amplification/research/src/faa-uas-detection-mitigation.txt,0,0,1,1,,,,0,False
amplification/research/src/gatwick-bbc-no-drone-2020.txt,1,1,1,1,da3f0b85-eed0-4f76-9e18-fe1bac271b94,1790329077759,3,0,False
amplification/research/src/gatwick-dft-lessons-report-redacted-2025.txt,1,1,1,1,da3f0b85-eed0-4f76-9e18-fe1bac271b94,1790329077759,3,0,False
amplification/research/src/gatwick-guardian-mystery-2020.txt,1,1,1,1,da3f0b85-eed0-4f76-9e18-fe1bac271b94,1790329077759,3,0,False
amplification/research/src/gatwick-ico-notice-2026a.txt,1,1,1,1,da3f0b85-eed0-4f76-9e18-fe1bac271b94,1790329081885,3,0,False
amplification/research/src/gatwick-lessons-2025.txt,1,1,1,1,da3f0b85-eed0-4f76-9e18-fe1bac271b94,1790329077759,3,0,False
amplification/research/src/gatwick-register-2026-redacted.txt,1,1,1,1,da3f0b85-eed0-4f76-9e18-fe1bac271b94,1790329455788,3,0,False
amplification/research/src/gatwick-register-no-drone.txt,1,1,1,1,da3f0b85-eed0-4f76-9e18-fe1bac271b94,1790329455840,3,0,False
amplification/research/src/nasa-horus-cuas-2024.txt,0,0,1,1,,,,0,False
amplification/research/src/nato-act-ducluzel-cognitive-warfare-2021.txt,1,1,1,1,74e3962c-673c-4068-90c4-60d02d23773c,1790328758805,3,0,False
amplification/research/src/uk-140m-cdrone-2025.txt,1,1,1,1,f77cc8b8-0dbc-4a09-bc93-2b32146d1abb,1790329291035,3,0,False
amplification/research/src/uk-drones-consultation-response-2019.txt,0,0,1,1,,,,0,False
amplification/research/uk-cdu-privacy.txt,0,0,1,1,,,,0,False
amplification/research/uk-foi-cdu-data-project.txt,0,0,1,1,,,,0,False
amplification/research/uk-nsoit-privacy.txt,0,0,1,1,,,,0,False
amplification/sources/06-health-military-cases-FULL-DRAFT.md,2,1,1,1,46b82e74-e114-4473-b55d-e2c13cfef604,1790328632070,1,0,False
amplification/sources/29e2380bc6438bee86ae28c82a475f18.txt,0,0,1,1,,,,0,False
amplification/sources/6968b950c213661a351a36e2636524d0.txt,0,0,1,1,,,,0,False
amplification/sources/ahi-2024.txt,1,1,1,1,46b82e74-e114-4473-b55d-e2c13cfef604,1790328008814,1,0,False
amplification/sources/balloon-norad2024.txt,0,0,1,1,,,,0,False
amplification/sources/bbc-pay.txt,0,0,1,1,,,,0,False
amplification/sources/bbc-search.txt,0,0,1,1,,,,0,False
amplification/sources/cbs-60min-2026.txt,0,0,1,1,,,,0,False
amplification/sources/ds-pay2026.txt,0,0,1,1,,,,0,False
amplification/sources/ds-search.txt,0,0,1,1,,,,0,False
amplification/sources/edmo-baltic-skies.txt,0,0,1,1,,,,0,False
amplification/sources/edmo-drone-crashes.txt,0,0,1,1,,,,0,False
amplification/sources/eeas-fimi.txt,0,0,1,1,,,,0,False
amplification/sources/jama-nih-havana.txt,0,0,1,1,,,,0,False
amplification/sources/mwi-hiding-in-the-noise.txt,1,1,1,1,f38af81e-dc28-419d-ba96-1e5e64b5619c,1790328405374,3,0,False
amplification/sources/nj-aj.txt,1,1,1,1,46b82e74-e114-4473-b55d-e2c13cfef604,1790328215440,1,0,False
amplification/sources/nj-joint.txt,1,1,1,1,46b82e74-e114-4473-b55d-e2c13cfef604,1790328200231,1,0,False
amplification/sources/nvidia-token-cost-2026.txt,1,1,1,1,03610d94-497f-4c66-86a1-26dedb722877,1790328272887,3,0,False
amplification/sources/sitepoint-local-vs-cloud-2026.txt,1,1,1,1,03610d94-497f-4c66-86a1-26dedb722877,1790328293316,3,0,False
amplification/sources/tmp.html,0,0,1,1,,,,0,False
amplification/sources/trouw-echt.txt,0,0,1,1,,,,0,False
amplification/sources/tylenol-label-2026.txt,0,0,1,1,,,,0,False
amplification/sources/tylenol-lawsuit-appeal.txt,0,0,1,1,,,,0,False
amplification/sources/uap-hearing2025b.txt,1,1,1,1,46b82e74-e114-4473-b55d-e2c13cfef604,1790328095073,1,0,False
amplification/sources/uk-airprox-analysis.txt,1,1,1,1,46b82e74-e114-4473-b55d-e2c13cfef604,1790328099848,1,0,False
amplification/sources/uk-airprox-drones.txt,0,0,1,1,,,,0,False
amplification/sources/uk-airprox-monthly.txt,0,0,1,1,,,,0,False
amplification/sources/uk-airprox-news.txt,0,0,1,1,,,,0,False
amplification/sources/uk-bbc-inquiry-no-suspects-2026.txt,0,0,1,1,,,,0,False
amplification/sources/uk-bbc-mystery-persists-2025.txt,0,0,1,1,,,,0,False
amplification/sources/uk-bbc-shadow-fleet-2026.txt,0,0,1,1,,,,0,False
amplification/sources/uk-caa-uas-occurrence-reporting.txt,0,0,1,1,,,,0,False
amplification/sources/uk-counter-uas-strategy-2019.txt,0,0,1,1,,,,0,False
amplification/sources/uk-defensepost-drone-bases.txt,0,0,1,1,,,,0,False
amplification/sources/uk-dronexl-mod-340.txt,0,0,1,1,,,,0,False
amplification/sources/uk-gov-police-powers-drones-2019.txt,0,0,1,1,,,,0,False
amplification/sources/uk-hmpps-digest-2025-26.txt,0,0,1,1,,,,0,False
amplification/sources/uk-lbc-military-drone.txt,0,0,1,1,,,,0,False
amplification/sources/uk-metro-iiss-2026.txt,0,0,1,1,,,,0,False
amplification/sources/uk-mod-drone-powers-2026.txt,0,0,1,1,,,,0,False
amplification/sources/uk-prison-counter-drone-2025.txt,0,0,1,1,,,,0,False
amplification/sources/uk-sun-airport-cyber-guardian.txt,1,1,1,1,cad4acd7-2d5d-468e-9c3a-c82006a265ff,1790328425789,3,0,False
amplification/sources/uk-twz-iiss-2026.txt,0,0,1,1,,,,0,False
amplification/sources/uk-yahoo-gatwick-2026.txt,1,1,1,1,cad4acd7-2d5d-468e-9c3a-c82006a265ff,1790328499276,3,0,False
amplification/sources/uk-yahoo-independent-340.txt,1,1,1,1,cad4acd7-2d5d-468e-9c3a-c82006a265ff,1790328146688,3,0,False
amplification/sources/wiki-havana-urls.txt,0,0,1,1,,,,0,False
amplification/sources/wind-nocebo.txt,1,1,1,1,46b82e74-e114-4473-b55d-e2c13cfef604,1790328281301,1,0,False
carnegie-disinfo.txt,0,0,1,1,,,,0,False
